activity_id,name,type,gear_id,date,distance_miles,moving_time_min,elapsed_time_min,elevation_gain_ft,avg_pace,avg_pace_sec,max_pace,max_pace_sec,start_lat,start_lng
11659622115,Morning Hike,Hike,,2024-06-15T14:54:24Z,4.07,01:36:31,01:36:31,1528.22,,,,,44.13630472496152,-72.89558093994856
11556815842,Morning Hike,Hike,,2024-06-02T13:52:07Z,4.46,01:19:49,01:19:49,276.9,,,,,42.41094393655658,-71.11333175562322
11120844177,Morning Hike,Hike,,2024-04-06T13:19:57Z,3.91,02:01:50,02:01:50,348.75,,,,,44.1408334672451,-72.86328446120024
10558820533,Quick one before Jacq’s flight!,Hike,,2024-01-14T16:30:21Z,2.4,00:54:36,00:54:36,180.77,,,,,42.43234192952514,-71.11195527948439
10480263110,Lil hike with lil potato,Hike,,2024-01-02T15:48:45Z,1.92,00:39:25,00:39:25,218.18,,,,,42.43198687210679,-71.11194689758122
10441146695,"Afternoon walk at Melrose Rock, Black Rock, and Pinnacle Rock via Rock Circuit Loop",Hike,,2023-12-26T16:55:28Z,4.65,01:56:46,01:56:46,678.15,,,,,42.44407,-71.09498
10445939914,Morning Hike,Hike,,2023-12-23T14:46:59Z,0.74,00:19:49,00:19:49,106.96,,,,,45.37750071845949,-71.90954600460827
10318445996,Afternoon Hike,Hike,,2023-12-02T19:56:10Z,3.53,01:11:59,01:11:59,278.22,,,,,42.430857326835394,-71.10787278972566
10276293335,Pru is not a good trail running buddy,Hike,,2023-11-24T20:10:23Z,2.92,00:40:53,00:40:53,334.65,,,,,42.43087,-71.10758
10269462192,Morning Hike,Hike,,2023-11-23T15:49:12Z,4.09,01:18:49,01:18:49,386.81,,,,,42.45582793839276,-71.10731614753604
9771260182,Lake stukely,Hike,,2023-09-02T17:34:53Z,5.35,01:44:05,01:44:05,524.28,,,,,45.36285,-72.23559
9764697949,Cherry Pond,Hike,,2023-09-01T16:22:18Z,5.06,01:39:55,01:39:55,594.82,,,,,45.32918,-72.19609
9745613991,Straight up Mt Lincoln,Hike,,2023-08-29T18:15:05Z,5.71,02:17:48,02:17:48,2383.86,,,,,44.13585,-72.89544
9745619019,Checking out the trails behind our property,Hike,,2023-08-28T17:09:20Z,4.04,01:23:36,01:23:36,862.2,,,,,44.14071,-72.86323
9687568947,Long Trail Day 2: sprained my foot and we’re done,Hike,,2023-08-20T12:39:42Z,8.8,04:04:06,04:04:06,1177.49,,,,,42.79836,-73.11815
9768055250,Afternoon Hike,Hike,,2023-08-19T20:27:58Z,0.83,00:35:46,00:35:46,0.0,,,,,,
9681651901,Long Trail day 1,Hike,,2023-08-19T15:29:48Z,9.13,04:14:52,04:14:52,3114.17,,,,,42.70131,-73.15286
9590093622,Lunch Hike,Hike,,2023-08-05T16:10:10Z,4.82,02:17:52,02:17:52,1789.37,,,,,44.14069575257599,-72.863257387653
